x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
112.80503458013395,-333.5039038,0,fibroblast,,,,
14.376321169069481,416.90987709411945,0,other_tissue,,,,
70.74148184036281,384.94157701189334,0,other_tissue,,,,
267.1782731,-293.1228932,0,fibroblast,,,,
0.4953487649450064,263.7985451213525,0,other_tissue,,,,
140.9876149157806,150.64758825136812,0,other_tissue,,,,
323.5434338063873,-179.9719363,0,fibroblast,,,,
-69.75078431,336.56849136115653,0,other_tissue,,,,
-97.93336465,-148.0036362,0,other_tissue,,,,
323.5434338063873,-244.7498075,0,fibroblast,,,,
351.3053786146363,13.520406319714223,0,other_tissue,,,,
42.55890150471615,-50.83682937,0,fibroblast,,,,
281.05924553921847,53.90141694989451,0,other_tissue,,,,
-252.3066032,-10.45581874,0,fibroblast,,,,
-69.75078431,368.53679144338264,0,fibroblast,,,,
28.67792910059167,-268.7260326,0,fibroblast,,,,
0.4953487649450064,-285.1308181,0,fibroblast,,,,
-392.7988694,-220.3529469,0,fibroblast,,,,
70.74148184036281,-67.24161494,0,fibroblast,,,,
-83.63175671,-365.8928394,0,fibroblast,,,,
154.8685873199051,-148.0036362,0,epithelial_tumor,,,,
-392.7988694,-204.3687969,0,fibroblast,,,,
-224.1240229,-268.7260326,0,fibroblast,,,,
183.05116765555175,239.40168453228523,0,other_tissue,,,,
267.1782731,191.02859888154842,0,other_tissue,,,,
-182.0604701,287.77477018302204,0,other_tissue,,,,
126.68600698425841,-260.7339575,0,fibroblast,,,,
42.55890150471615,320.1637057926458,0,other_tissue,,,,
238.99569279944737,239.40168453228523,0,other_tissue,,,,
-210.2430505,-309.1070432,0,fibroblast,,,,
-84.05239224,296.1874807309763,0,other_tissue,,,,
-378.9178969,175.0444488404354,0,other_tissue,,,,
196.93214005967621,376.94950199133683,0,other_tissue,,,,
351.3053786146363,142.6555132308116,0,other_tissue,,,,
-27.68723157,-285.1308181,0,fibroblast,,,,
56.43987390884062,-252.7418825,0,fibroblast,,,,
154.8685873199051,-99.20991502,0,fibroblast,,,,
-252.3066032,-123.6067756,0,fibroblast,,,,
-308.6717639,-349.4880538,0,fibroblast,,,,
351.3053786146363,61.89349197045103,0,other_tissue,,,,
-266.1875756,-34.85267933,0,epithelial_tumor,,,,
112.80503458013395,-252.7418825,0,fibroblast,,,,
70.74148184036281,175.0444488404354,0,other_tissue,,,,
84.62245424448729,150.64758825136812,0,other_tissue,,,,
-83.63175671,-107.6226256,0,fibroblast,,,,
183.05116765555175,-2.463743721,0,fibroblast,,,,
253.29730073096954,-252.7418825,0,fibroblast,,,,
-97.93336465,-260.7339575,0,fibroblast,,,,
154.8685873199051,159.06029879932237,0,other_tissue,,,,
253.29730073096954,53.90141694989451,0,other_tissue,,,,
-83.63175671,-59.24953992,0,fibroblast,,,,
-41.56820397,255.80647010079596,0,other_tissue,,,,
-224.1240229,-236.7577325,0,fibroblast,,,,
238.99569279944737,-99.20991502,0,fibroblast,,,,
154.8685873199051,-67.24161494,0,fibroblast,,,,
351.3053786146363,-99.20991502,0,fibroblast,,,,
210.8131124638007,207.43338445005915,0,other_tissue,,,,
112.80503458013395,-59.24953992,0,fibroblast,,,,
-97.93336465,-99.20991502,0,fibroblast,,,,
211.2337479911984,-163.9877862,0,fibroblast,,,,
-196.3620781,102.27450260063132,0,fibroblast,,,,
-210.2430505,-212.3608719,0,fibroblast,,,,
-224.1240229,-252.7418825,0,fibroblast,,,,
253.29730073096954,279.78269516246553,0,other_tissue,,,,
-238.4256308,-163.9877862,0,fibroblast,,,,
28.67792910059167,-252.7418825,0,epithelial_tumor,,,,
-322.5527363,110.26657762118784,0,other_tissue,,,,
-126.115945,239.40168453228523,0,other_tissue,,,,
-13.80625917,287.77477018302204,0,other_tissue,,,,
281.05924553921847,102.27450260063132,0,other_tissue,,,,
28.67792910059167,-349.4880538,0,fibroblast,,,,
140.9876149157806,-155.9957112,0,fibroblast,,,,
211.2337479911984,-196.3767219,0,fibroblast,,,,
56.43987390884062,215.4254594706157,0,other_tissue,,,,
337.4244062105118,-365.4722039,0,fibroblast,,,,
-84.05239224,247.39375955284174,0,other_tissue,,,,
140.9876149157806,183.0365238609919,0,other_tissue,,,,
-266.6082111,336.14785583375885,0,other_tissue,,,,
351.3053786146363,191.02859888154842,0,other_tissue,,,,
140.9876149157806,118.67928816914207,0,other_tissue,,,,
84.62245424448729,-204.3687969,0,fibroblast,,,,
211.2337479911984,29.925191888224965,0,other_tissue,,,,
-210.2430505,-325.5118288,0,fibroblast,,,,
-406.6798418,110.26657762118784,0,other_tissue,,,,
-41.56820397,-148.0036362,0,mesenchymal_tumor,,,,
140.9876149157806,360.5447164228261,0,other_tissue,,,,
-139.9969174,-252.7418825,0,fibroblast,,,,
126.68600698425841,368.53679144338264,0,other_tissue,,,,
84.62245424448729,247.81439508023945,0,other_tissue,,,,
28.67792910059167,-139.5909257,0,fibroblast,,,,
-266.1875756,-260.7339575,0,fibroblast,,,,
-238.4256308,-325.5118288,0,fibroblast,,,,
-238.4256308,13.520406319714223,0,fibroblast,,,,
-322.5527363,207.43338445005915,0,fibroblast,,,,
183.05116765555175,271.7906201,0,fibroblast,,,,
337.4244062105118,231.40960951172872,0,other_tissue,,,,
225.11472039532288,-42.84475435,0,fibroblast,,,,
337.4244062105118,21.51248134027074,0,other_tissue,,,,
337.4244062105118,-123.6067756,0,fibroblast,,,,
98.50342664861175,-18.86852929,0,fibroblast,,,,
42.55890150471615,-179.9719363,0,fibroblast,,,,
-434.8624221,-50.83682937,0,mesenchymal_tumor,,,,
295.36085347074066,-293.1228932,0,fibroblast,,,,
112.80503458013395,-171.9798613,0,fibroblast,,,,
28.67792910059167,-187.9640113,0,fibroblast,,,,
-139.9969174,-91.21784,0,fibroblast,,,,
-280.4891835,247.39375955284174,0,fibroblast,,,,
-168.1794977,279.78269516246553,0,other_tissue,,,,
98.92406217600947,-115.6147006,0,fibroblast,,,,
267.1782731,-212.3608719,0,fibroblast,,,,
28.67792910059167,-123.6067756,0,fibroblast,,,,
0.4953487649450064,328.15578081320234,0,other_tissue,,,,
-84.05239224,231.40960951172872,0,other_tissue,,,,
210.8131124638007,239.40168453228523,0,other_tissue,,,,
126.68600698425841,-293.1228932,0,epithelial_tumor,,,,
-196.3620781,-171.9798613,0,fibroblast,,,,
-252.3066032,37.917266908781485,0,fibroblast,,,,
28.67792910059167,-236.7577325,0,epithelial_tumor,,,,
-153.8778898,-83.22576498,0,fibroblast,,,,
-210.2430505,-83.22576498,0,fibroblast,,,,
140.9876149157806,102.27450260063132,0,other_tissue,,,,
-448.7433945,-155.9957112,0,fibroblast,,,,
154.8685873199051,-212.3608719,0,fibroblast,,,,
183.05116765555175,29.925191888224965,0,other_tissue,,,,
0.4953487649450064,-333.5039038,0,epithelial_tumor,,,,
0.4953487649450064,-10.45581874,0,fibroblast,,,,
-13.80625917,191.02859888154842,0,other_tissue,,,,
42.55890150471615,-163.9877862,0,fibroblast,,,,
-27.68723157,-349.4880538,0,fibroblast,,,,
323.5434338063873,-293.1228932,0,fibroblast,,,,
154.8685873199051,94.28242758007481,0,other_tissue,,,,
196.93214005967621,-139.5909257,0,fibroblast,,,,
-168.1794977,53.90141694989451,0,other_tissue,,,,
84.62245424448729,-123.6067756,0,fibroblast,,,,
28.25729357319396,392.93365203244986,0,other_tissue,,,,
-168.1794977,-204.3687969,0,fibroblast,,,,
-238.4256308,287.77477018302204,0,other_tissue,,,,
-69.75078431,191.02859888154842,0,other_tissue,,,,
253.29730073096954,-317.0991182,0,epithelial_tumor,,,,
267.1782731,255.80647010079596,0,other_tissue,,,,
211.2337479911984,-34.85267933,0,fibroblast,,,,
-55.86981191,-317.0991182,0,fibroblast,,,,
196.93214005967621,167.05237381987888,0,other_tissue,,,,
84.62245424448729,-187.9640113,0,fibroblast,,,,
-406.6798418,-34.85267933,0,other_tissue,,,,
210.8131124638007,400.92572705300637,0,other_tissue,,,,
267.1782731,-50.83682937,0,fibroblast,,,,
-196.3620781,-42.84475435,0,fibroblast,,,,
407.67053928592964,-147.5830007,0,fibroblast,,,,
-83.63175671,-252.7418825,0,fibroblast,,,,
126.68600698425841,-148.0036362,0,fibroblast,,,,
267.1782731,175.0444488404354,0,other_tissue,,,,
112.80503458013395,247.81439508023945,0,other_tissue,,,,
365.60698654615845,21.51248134027074,0,other_tissue,,,,
309.2418258748651,215.4254594706157,0,other_tissue,,,,
210.8131124638007,384.94157701189334,0,other_tissue,,,,
-195.9414425,-349.4880538,0,fibroblast,,,,
-280.4891835,-155.9957112,0,fibroblast,,,,
-238.4256308,-18.86852929,0,mesenchymal_tumor,,,,
-83.63175671,-333.5039038,0,fibroblast,,,,
-448.7433945,-75.23368996,0,other_tissue,,,,
295.36085347074066,110.26657762118784,0,other_tissue,,,,
196.93214005967621,-333.5039038,0,fibroblast,,,,
14.376321169069481,-83.22576498,0,fibroblast,,,,
98.50342664861175,13.520406319714223,0,fibroblast,,,,
-13.80625917,239.40168453228523,0,other_tissue,,,,
-111.8143371,-10.45581874,0,fibroblast,,,,
-195.9414425,-317.5197537,0,epithelial_tumor,,,,
-41.56820397,384.94157701189334,0,other_tissue,,,,
267.1782731,-115.6147006,0,fibroblast,,,,
211.2337479911984,-148.0036362,0,fibroblast,,,,
98.92406217600947,-131.5988506,0,fibroblast,,,,
70.74148184036281,287.77477018302204,0,other_tissue,,,,
-448.7433945,-42.84475435,0,other_tissue,,,,
-126.115945,-50.83682937,0,fibroblast,,,,
393.7895668818051,-91.21784,0,fibroblast,,,,
-350.7353166,-18.86852929,0,fibroblast,,,,
-13.80625917,-67.24161494,0,fibroblast,,,,
253.29730073096954,134.6634382102551,0,other_tissue,,,,
407.67053928592964,94.28242758007481,0,other_tissue,,,,
154.8685873199051,-422.2580001,0,other_tissue,,,,
-392.7988694,-107.6226256,0,other_tissue,,,,
238.99569279944737,159.06029879932237,0,other_tissue,,,,
253.29730073096954,-204.3687969,0,fibroblast,,,,
-238.4256308,-67.24161494,0,mesenchymal_tumor,,,,
295.36085347074066,255.80647010079596,0,other_tissue,,,,
-139.9969174,-349.4880538,0,fibroblast,,,,
211.2337479911984,-67.24161494,0,fibroblast,,,,
84.62245424448729,-75.23368996,0,fibroblast,,,,
98.50342664861175,304.1795557515328,0,fibroblast,,,,
-83.63175671,-139.5909257,0,other_tissue,,,,
0.4953487649450064,-139.5909257,0,fibroblast,,,,
-83.63175671,-75.23368996,0,fibroblast,,,,
211.2337479911984,-260.7339575,0,fibroblast,,,,
70.74148184036281,-179.9719363,0,fibroblast,,,,
-168.1794977,-139.5909257,0,fibroblast,,,,
-168.1794977,-26.86060431,0,fibroblast,,,,
225.11472039532288,-139.5909257,0,fibroblast,,,,
56.43987390884062,-236.7577325,0,fibroblast,,,,
126.68600698425841,-163.9877862,0,mesenchymal_tumor,,,,
267.1782731,-196.3767219,0,fibroblast,,,,
-210.2430505,-115.6147006,0,fibroblast,,,,
0.4953487649450064,-91.21784,0,fibroblast,,,,
-182.0604701,94.28242758007481,0,fibroblast,,,,
-196.3620781,-10.45581874,0,fibroblast,,,,
-210.2430505,-99.63055055,0,fibroblast,,,,
140.9876149157806,376.52886646393915,0,other_tissue,,,,
309.2418258748651,-139.5909257,0,fibroblast,,,,
84.62245424448729,263.7985451213525,0,other_tissue,,,,
-69.75078431,400.92572705300637,0,other_tissue,,,,
-139.9969174,-301.1149682,0,fibroblast,,,,
126.68600698425841,416.90987709411945,0,other_tissue,,,,
98.50342664861175,-34.85267933,0,fibroblast,,,,
-224.1240229,37.917266908781485,0,fibroblast,,,,
-13.80625917,352.5526414022696,0,other_tissue,,,,
154.8685873199051,223.4175344911722,0,other_tissue,,,,
295.36085347074066,126.67136318969858,0,other_tissue,,,,
-224.1240229,-220.3529469,0,fibroblast,,,,
-27.68723157,344.56056638171304,0,other_tissue,,,,
-182.0604701,336.14785583375885,0,other_tissue,,,,
126.68600698425841,-325.5118288,0,fibroblast,,,,
-27.68723157,183.0365238609919,0,other_tissue,,,,
-378.9178969,207.01274892266144,0,other_tissue,,,,
56.43987390884062,-171.9798613,0,fibroblast,,,,
309.2418258748651,-91.21784,0,fibroblast,,,,
-182.0604701,-115.6147006,0,fibroblast,,,,
-294.3701559,45.90934193,0,fibroblast,,,,
225.11472039532288,296.1874807309763,0,other_tissue,,,,
154.8685873199051,384.94157701189334,0,other_tissue,,,,
253.29730073096954,-91.21784,0,fibroblast,,,,
-13.80625917,-260.7339575,0,fibroblast,,,,
196.93214005967621,328.15578081320234,0,other_tissue,,,,
-210.2430505,-34.85267933,0,fibroblast,,,,
154.8685873199051,-163.9877862,0,fibroblast,,,,
309.2418258748651,-58.82890439,0,fibroblast,,,,
196.93214005967621,21.51248134027074,0,other_tissue,,,,
126.68600698425841,-277.1387431,0,fibroblast,,,,
154.8685873199051,336.56849136115653,0,other_tissue,,,,
309.2418258748651,21.51248134027074,0,other_tissue,,,,
295.36085347074066,-228.3450219,0,fibroblast,,,,
-266.1875756,-163.9877862,0,fibroblast,,,,
407.67053928592964,-34.85267933,0,other_tissue,,,,
0.4953487649450064,279.78269516246553,0,other_tissue,,,,
365.60698654615845,53.90141694989451,0,other_tissue,,,,
267.1782731,94.28242758007481,0,other_tissue,,,,
112.80503458013395,376.52886646393915,0,other_tissue,,,,
126.68600698425841,191.02859888154842,0,other_tissue,,,,
-238.4256308,45.90934193,0,fibroblast,,,,
309.2418258748651,-381.8769894,0,fibroblast,,,,
-252.3066032,-252.7418825,0,fibroblast,,,,
112.80503458013395,392.93365203244986,0,other_tissue,,,,
337.4244062105118,-42.84475435,0,fibroblast,,,,
42.55890150471615,-83.22576498,0,fibroblast,,,,
267.1782731,223.4175344911722,0,other_tissue,,,,
309.2418258748651,-204.3687969,0,fibroblast,,,,
140.9876149157806,-204.3687969,0,fibroblast,,,,
-336.4337087,-220.3529469,0,fibroblast,,,,
-13.80625917,126.67136318969858,0,fibroblast,,,,
-308.6717639,-188.3846468,0,fibroblast,,,,
-13.80625917,304.1795557515328,0,other_tissue,,,,
-364.616289,183.0365238609919,0,other_tissue,,,,
-336.4337087,-301.1149682,0,other_tissue,,,,
140.9876149157806,-301.1149682,0,fibroblast,,,,
154.8685873199051,-34.85267933,0,fibroblast,,,,
56.43987390884062,-285.1308181,0,fibroblast,,,,
84.62245424448729,360.5447164228261,0,other_tissue,,,,
-224.1240229,-204.3687969,0,fibroblast,,,,
238.99569279944737,94.28242758007481,0,other_tissue,,,,
98.92406217600947,-309.1070432,0,fibroblast,,,,
42.55890150471615,287.77477018302204,0,other_tissue,,,,
281.05924553921847,-220.3529469,0,fibroblast,,,,
112.80503458013395,150.64758825136812,0,other_tissue,,,,
-252.3066032,344.56056638171304,0,other_tissue,,,,
-406.6798418,-228.7656575,0,fibroblast,,,,
-350.7353166,126.67136318969858,0,other_tissue,,,,
-97.93336465,-34.85267933,0,mesenchymal_tumor,,,,
365.60698654615845,167.05237381987888,0,other_tissue,,,,
323.5434338063873,223.4175344911722,0,other_tissue,,,,
379.487959,126.67136318969858,0,other_tissue,,,,
-168.1794977,-220.3529469,0,fibroblast,,,,
-126.115945,-18.86852929,0,fibroblast,,,,
-420.9814497,-123.6067756,0,other_tissue,,,,
295.36085347074066,207.43338445005915,0,other_tissue,,,,
-97.93336465,239.40168453228523,0,other_tissue,,,,
309.2418258748651,37.917266908781485,0,other_tissue,,,,
-280.4891835,-107.6226256,0,fibroblast,,,,
-13.80625917,-50.83682937,0,fibroblast,,,,
-97.93336465,400.92572705300637,0,other_tissue,,,,
-238.4256308,-148.0036362,0,fibroblast,,,,
196.93214005967621,-220.3529469,0,fibroblast,,,,
393.7895668818051,-10.45581874,0,other_tissue,,,,
-406.6798418,78.29827753896177,0,other_tissue,,,,
351.3053786146363,207.43338445005915,0,other_tissue,,,,
84.62245424448729,-236.7577325,0,fibroblast,,,,
183.05116765555175,-309.1070432,0,fibroblast,,,,
-350.7353166,-260.7339575,0,fibroblast,,,,
-55.86981191,-236.7577325,0,other_tissue,,,,
70.74148184036281,304.1795557515328,0,other_tissue,,,,
211.2337479911984,-244.7498075,0,fibroblast,,,,
126.68600698425841,255.80647010079596,0,other_tissue,,,,
168.74955972402955,247.81439508023945,0,other_tissue,,,,
-252.3066032,-42.84475435,0,fibroblast,,,,
-97.93336465,-212.3608719,0,fibroblast,,,,
42.55890150471615,94.28242758007481,0,other_tissue,,,,
-126.115945,-212.3608719,0,fibroblast,,,,
140.9876149157806,-285.1308181,0,epithelial_tumor,,,,
-13.80625917,-228.3450219,0,fibroblast,,,,
-252.3066032,-268.7260326,0,fibroblast,,,,
281.05924553921847,-204.3687969,0,fibroblast,,,,
-27.68723157,392.93365203244986,0,other_tissue,,,,
70.74148184036281,416.90987709411945,0,other_tissue,,,,
14.376321169069481,-34.85267933,0,fibroblast,,,,
225.11472039532288,-107.6226256,0,mesenchymal_tumor,,,,
84.62245424448729,-333.5039038,0,fibroblast,,,,
70.74148184036281,-2.463743721,0,fibroblast,,,,
-55.86981191,263.7985451213525,0,other_tissue,,,,
-238.4256308,-115.6147006,0,fibroblast,,,,
112.80503458013395,-91.21784,0,epithelial_tumor,,,,
-336.4337087,247.39375955284174,0,other_tissue,,,,
267.1782731,-131.5988506,0,mesenchymal_tumor,,,,
196.93214005967621,-91.21784,0,fibroblast,,,,
-97.93336465,255.80647010079596,0,other_tissue,,,,
-27.68723157,-139.5909257,0,fibroblast,,,,
-280.4891835,-171.9798613,0,fibroblast,,,,
-126.115945,400.92572705300637,0,other_tissue,,,,
183.05116765555175,-131.5988506,0,fibroblast,,,,
70.74148184036281,-260.7339575,0,fibroblast,,,,
295.36085347074066,-18.86852929,0,fibroblast,,,,
225.11472039532288,-187.9640113,0,fibroblast,,,,
-195.9414425,-252.7418825,0,fibroblast,,,,
-210.2430505,-260.7339575,0,fibroblast,,,,
14.376321169069481,223.4175344911722,0,other_tissue,,,,
-238.4256308,-293.1228932,0,fibroblast,,,,
-294.3701559,-83.22576498,0,fibroblast,,,,
-13.80625917,29.925191888224965,0,fibroblast,,,,
-55.86981191,-333.5039038,0,fibroblast,,,,
225.11472039532288,-58.82890439,0,fibroblast,,,,
168.74955972402955,-107.6226256,0,fibroblast,,,,
281.4798810666162,-381.8769894,0,fibroblast,,,,
-69.75078431,-357.4801288,0,fibroblast,,,,
225.11472039532288,-252.7418825,0,fibroblast,,,,
-322.5527363,-212.3608719,0,fibroblast,,,,
407.67053928592964,45.90934193,0,other_tissue,,,,
126.68600698425841,-131.5988506,0,fibroblast,,,,
-153.8778898,45.90934193,0,other_tissue,,,,
98.50342664861175,223.4175344911722,0,other_tissue,,,,
421.5515116900541,21.51248134027074,0,other_tissue,,,,
-126.115945,-34.85267933,0,fibroblast,,,,
-308.6717639,-171.9798613,0,fibroblast,,,,
-294.3701559,-50.83682937,0,epithelial_tumor,,,,
211.2337479911984,-212.3608719,0,fibroblast,,,,
98.50342664861175,368.53679144338264,0,other_tissue,,,,
-266.1875756,-212.3608719,0,fibroblast,,,,
14.376321169069481,271.7906201,0,other_tissue,,,,
281.05924553921847,-91.21784,0,epithelial_tumor,,,,
112.80503458013395,69.88556699100755,0,other_tissue,,,,
407.67053928592964,29.925191888224965,0,other_tissue,,,,
-55.86981191,279.78269516246553,0,other_tissue,,,,
14.376321169069481,-18.86852929,0,fibroblast,,,,
-238.4256308,29.504556360827255,0,fibroblast,,,,
140.9876149157806,-123.6067756,0,fibroblast,,,,
183.05116765555175,-50.83682937,0,fibroblast,,,,
351.3053786146363,-34.85267933,0,fibroblast,,,,
253.29730073096954,-381.8769894,0,fibroblast,,,,
295.36085347074066,159.06029879932237,0,other_tissue,,,,
-182.0604701,-325.5118288,0,epithelial_tumor,,,,
351.3053786146363,29.925191888224965,0,other_tissue,,,,
267.1782731,-67.24161494,0,fibroblast,,,,
-378.9178969,29.504556360827255,0,fibroblast,,,,
309.2418258748651,-349.4880538,0,fibroblast,,,,
140.9876149157806,247.81439508023945,0,other_tissue,,,,
295.36085347074066,142.6555132308116,0,other_tissue,,,,
-364.616289,53.90141694989451,0,other_tissue,,,,
-238.4256308,-34.85267933,0,mesenchymal_tumor,,,,
14.376321169069481,-244.7498075,0,fibroblast,,,,
-153.8778898,-115.6147006,0,fibroblast,,,,
-322.5527363,-179.9719363,0,fibroblast,,,,
-97.93336465,-83.22576498,0,fibroblast,,,,
154.8685873199051,433.31466266263016,0,other_tissue,,,,
-83.63175671,-42.84475435,0,fibroblast,,,,
-322.5527363,-148.0036362,0,fibroblast,,,,
-210.2430505,-2.463743721,0,fibroblast,,,,
267.1782731,239.40168453228523,0,other_tissue,,,,
42.55890150471615,-244.7498075,0,fibroblast,,,,
42.55890150471615,-196.3767219,0,fibroblast,,,,
-266.1875756,29.504556360827255,0,fibroblast,,,,
70.74148184036281,-83.22576498,0,fibroblast,,,,
-111.8143371,376.52886646393915,0,other_tissue,,,,
-280.4891835,-42.84475435,0,mesenchymal_tumor,,,,
-266.1875756,-148.0036362,0,fibroblast,,,,
-392.7988694,-42.84475435,0,epithelial_tumor,,,,
-434.8624221,-212.3608719,0,fibroblast,,,,
-336.4337087,134.6634382102551,0,other_tissue,,,,
-238.4256308,-357.4801288,0,fibroblast,,,,
-69.75078431,-83.22576498,0,fibroblast,,,,
-336.4337087,-139.5909257,0,fibroblast,,,,
379.487959,29.925191888224965,0,other_tissue,,,,
225.11472039532288,-317.0991182,0,fibroblast,,,,
196.93214005967621,-58.82890439,0,fibroblast,,,,
56.43987390884062,5.528331299157706,0,fibroblast,,,,
-224.1240229,296.1874807309763,0,other_tissue,,,,
-84.05239224,279.78269516246553,0,other_tissue,,,,
-153.8778898,94.28242758007481,0,fibroblast,,,,
140.9876149157806,425.32258764207364,0,other_tissue,,,,
-126.115945,-309.1070432,0,fibroblast,,,,
309.2418258748651,-187.9640113,0,fibroblast,,,,
