x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
257.5643639974254,-335.2002884,0,fibroblast,,,,
-248.0395399,-271.2636882,0,fibroblast,,,,
144.41340712744108,262.1021605094386,0,mesenchymal_tumor,,,,
74.16727405202327,334.45147122184494,0,fibroblast,,,,
-360.7698613,-28.97762445,0,fibroblast,,,,
46.82596477117203,-149.7000208,0,mesenchymal_tumor,,,,
186.4769598672122,334.8721067492427,0,epithelial_tumor,,,,
327.3898615454455,44.21295731742412,0,mesenchymal_tumor,,,,
-107.9679093,-12.57283888,0,fibroblast,,,,
-108.3885448,278.0863105505516,0,fibroblast,,,,
-304.4047006,-368.4304951,0,fibroblast,,,,
271.0247008741522,270.0942355299951,0,fibroblast,,,,
74.16727405202327,366.8404068314687,0,fibroblast,,,,
173.43725851788315,-270.8430527,0,mesenchymal_tumor,,,,
145.2546781822365,-286.8272027,0,epithelial_tumor,,,,
299.6279167371966,-149.7000208,0,fibroblast,,,,
299.6279167371966,-327.2082134,0,fibroblast,,,,
-220.6982307,294.0704605916647,0,fibroblast,,,,
-262.3411479,-69.35863508,0,fibroblast,,,,
32.52435683964984,19.81609672835686,0,epithelial_tumor,,,,
3.921140976605469,455.59450311238584,0,fibroblast,,,,
46.82596477117203,-440.3591702,0,fibroblast,,,,
-360.7698613,-239.2953881,0,fibroblast,,,,
-52.02338417,148.95120363945426,0,fibroblast,,,,
271.4453364015499,-262.4303422,0,epithelial_tumor,,,,
-318.7063085,-37.390335,0,epithelial_tumor,,,,
186.4769598672122,318.4673211807319,0,mesenchymal_tumor,,,,
383.3343866893411,238.12593544776905,0,fibroblast,,,,
-65.48372104,-311.6446989,0,fibroblast,,,,
-360.7698613,-255.2795382,0,other_tissue,,,,
-248.880811,245.27673941353015,0,mesenchymal_tumor,,,,
-234.5792031,172.9274287011238,0,mesenchymal_tumor,,,,
117.07209784658983,-286.8272027,0,fibroblast,,,,
-332.5872809,-77.77134563,0,fibroblast,,,,
-121.8488817,-36.96969947,0,fibroblast,,,,
228.96114813438106,148.95120363945426,0,fibroblast,,,,
-108.3885448,164.9353536805673,0,fibroblast,,,,
215.50081125765428,-424.3750202,0,fibroblast,,,,
327.3898615454455,-4.160128333,0,fibroblast,,,,
-276.2221203,-255.2795382,0,fibroblast,,,,
-290.9443637,269.6736000025974,0,mesenchymal_tumor,,,,
46.82596477117203,-262.8509777,0,epithelial_tumor,,,,
299.20728120979885,157.36391418740848,0,fibroblast,,,,
-220.2775951,-45.38241002,0,fibroblast,,,,
-164.33307,-44.96177449,0,fibroblast,,,,
-346.8888889,91.74477191,0,fibroblast,,,,
-192.5156503,342.4435462424015,0,mesenchymal_tumor,,,,
-38.14241176,270.0942355299951,0,fibroblast,,,,
-248.880811,326.03876067389075,0,fibroblast,,,,
-9.959831428,431.6182780507163,0,mesenchymal_tumor,,,,
-375.0714692,91.74477191,0,mesenchymal_tumor,,,,
-262.7617834,285.65775004371045,0,fibroblast,,,,
397.6359946208633,52.20503233798063,0,fibroblast,,,,
60.70693718,-60.94592453,0,fibroblast,,,,
-66.3249921,270.0942355299951,0,fibroblast,,,,
46.82596477117203,-133.7158708,0,epithelial_tumor,,,,
102.34985438766994,254.1100854888821,0,fibroblast,,,,
60.70693718,-158.1127314,0,mesenchymal_tumor,,,,
-79.78532898,-238.8747526,0,fibroblast,,,,
-318.285673,-295.6605488,0,fibroblast,,,,
355.5724418810922,205.7369998381453,0,other_tissue,,,,
257.1437284700277,-60.94592453,0,fibroblast,,,,
46.82596477117203,-101.3269352,0,fibroblast,,,,
355.5724418810922,-165.6841709,0,fibroblast,,,,
-403.2540495,27.387536221515663,0,fibroblast,,,,
103.19112544246535,-391.9860846,0,fibroblast,,,,
145.2546781822365,-464.7560308,0,fibroblast,,,,
-108.3885448,180.91950372168031,0,fibroblast,,,,
173.43725851788315,-254.8589027,0,fibroblast,,,,
187.31823092200761,-327.2082134,0,fibroblast,,,,
-52.44401969,407.2214175,0,fibroblast,,,,
242.84212053850553,270.0942355299951,0,fibroblast,,,,
285.3263088056744,-157.6920958,0,fibroblast,,,,
-192.0950148,-352.0257095,0,fibroblast,,,,
200.7785677987344,213.7290748587018,0,fibroblast,,,,
-375.0714692,-5.001399388,0,fibroblast,,,,
285.3263088056744,181.34013924907802,0,fibroblast,,,,
-375.0714692,-85.76342065,0,fibroblast,,,,
285.3263088056744,116.98290355722818,0,fibroblast,,,,
-94.50757243,431.19764252331856,0,fibroblast,,,,
-333.0079165,148.53056811205653,0,fibroblast,,,,
-65.48372104,-327.6288489,0,fibroblast,,,,
-262.7617834,108.14955748187624,0,fibroblast,,,,
102.77048991506764,-149.7000208,0,fibroblast,,,,
145.2546781822365,-432.3670952,0,fibroblast,,,,
284.90567327827665,359.26896733830995,0,other_tissue,,,,
-79.36469345,-400.3987951,0,epithelial_tumor,,,,
88.04824645614774,407.2214175,0,fibroblast,,,,
271.0247008741522,367.26104235886646,0,fibroblast,,,,
228.96114813438106,246.11801046832556,0,fibroblast,,,,
173.01662299048544,-141.7079458,0,epithelial_tumor,,,,
-122.2695172,108.14955748187624,0,fibroblast,,,,
-234.9998386,318.04668565333424,0,mesenchymal_tumor,,,,
-94.08693691,11.403386180402633,0,fibroblast,,,,
-177.7934069,-295.2399133,0,fibroblast,,,,
-24.26143936,358.8483318109122,0,fibroblast,,,,
327.3898615454455,270.51487105739284,0,other_tissue,,,,
116.65146231919212,84.59396794760441,0,fibroblast,,,,
369.8740498126144,-44.54113896,0,mesenchymal_tumor,,,,
257.5643639974254,-173.6762459,0,epithelial_tumor,,,,
173.01662299048544,-190.0810314,0,fibroblast,,,,
-136.5711252,245.69737494092786,0,fibroblast,,,,
