x,y,z,type
-27.693067896294725,-90.97580940938259,0.0,PD-L1lo_tumor
-18.170451311805067,222.3024263688421,0.0,PD-L1lo_tumor
36.88803107356176,-167.97835478979036,0.0,PD-L1lo_tumor
98.83913850104192,-236.3795729565953,0.0,PD-L1lo_tumor
-114.44568625194093,-38.28748602385705,0.0,PD-L1lo_tumor
-5.654708815258615,-209.62837185229594,0.0,PD-L1lo_tumor
1.1780175166265607,-250.02408190559476,0.0,PD-L1lo_tumor
-163.267262643253,-133.706755841716,0.0,PD-L1lo_tumor
-38.27116639553785,-136.19377861187397,0.0,PD-L1lo_tumor
147.4430571207995,-46.33770991195552,0.0,PD-L1lo_tumor
-175.17601087058551,-12.614484727301633,0.0,PD-L1lo_tumor
-135.18580687404076,-125.53245802194097,0.0,PD-L1lo_tumor
-204.52587222530937,181.1642676792365,0.0,PD-L1lo_tumor
-186.61098190079838,67.66172088173212,0.0,PD-L1lo_tumor
-156.31746520779265,83.23955887002411,0.0,PD-L1lo_tumor
35.818547035901375,183.67051251029125,0.0,PD-L1lo_tumor
-179.0956947470472,176.86697331826002,0.0,PD-L1lo_tumor
49.044609481252046,-99.3623875564666,0.0,PD-L1lo_tumor
-166.05618352159294,75.3310519359889,0.0,PD-L1lo_tumor
-225.49576806119933,-68.81488142657201,0.0,PD-L1lo_tumor
82.063006527765,71.4995324114386,0.0,PD-L1lo_tumor
-208.07488120023459,-135.00463370327296,0.0,PD-L1lo_tumor
-22.045235170169722,-248.70227964747818,0.0,PD-L1lo_tumor
-235.22927540801226,99.75676690355635,0.0,PD-L1lo_tumor
89.03370656288544,-102.0565046706725,0.0,PD-L1lo_tumor
203.14799968641123,132.17496027631415,0.0,PD-L1lo_tumor
27.216150466596012,-89.90900173448358,0.0,PD-L1lo_tumor
151.6298899301775,199.3535816595217,0.0,PD-L1lo_tumor
-167.4882405571307,131.66450674249444,0.0,PD-L1lo_tumor
-12.913415801211135,-67.31442638006241,0.0,PD-L1lo_tumor
8.794163425337794,-98.21530177852136,0.0,PD-L1lo_tumor
30.56360991048987,224.0484248581173,0.0,PD-L1lo_tumor
-152.7094551536472,-134.7069176661587,0.0,PD-L1lo_tumor
-211.51800650130775,50.967612592238666,0.0,PD-L1lo_tumor
-107.18350209945581,-123.55970248521878,0.0,PD-L1lo_tumor
237.01732282927878,83.52336383031734,0.0,PD-L1lo_tumor
-135.1349249813053,-54.76665215848543,0.0,PD-L1lo_tumor
81.18361933051527,83.5925773271933,0.0,PD-L1lo_tumor
-96.41469471419909,-235.601739919077,0.0,PD-L1lo_tumor
-78.55664180651235,-168.92235456880402,0.0,PD-L1lo_tumor
-199.53378350188268,152.39813405756752,0.0,PD-L1lo_tumor
38.86038375526113,-120.22501184037597,0.0,PD-L1lo_tumor
-25.346586801288257,222.1760590875689,0.0,PD-L1lo_tumor
169.89467885980343,-68.97870486089366,0.0,PD-L1lo_tumor
-117.10480115414173,162.30844286650486,0.0,PD-L1lo_tumor
-98.14377692524948,106.02229383329765,0.0,PD-L1lo_tumor
-74.07783306064024,-108.39693487847566,0.0,PD-L1lo_tumor
179.85129839546937,-76.6436643714443,0.0,PD-L1lo_tumor
-195.07358103404675,-34.352841035584106,0.0,PD-L1lo_tumor
