x,y,z,type
157.51967482650645,-203.96374542868904,0.0,PD-L1lo_tumor
66.06900700924399,-48.44954071461193,0.0,PD-L1lo_tumor
67.51113375270894,176.66052733598687,0.0,PD-L1lo_tumor
-53.22677124466143,-217.85745276525188,0.0,PD-L1lo_tumor
-56.820304212198224,-82.28779040201701,0.0,PD-L1lo_tumor
41.82082489729604,-72.12072435498752,0.0,PD-L1lo_tumor
-259.2902489440008,40.41697732108165,0.0,PD-L1lo_tumor
-78.36284754304879,-47.408883481880586,0.0,PD-L1lo_tumor
227.0048854460638,148.54626245424416,0.0,PD-L1lo_tumor
144.35940041966794,-55.65194621987881,0.0,PD-L1lo_tumor
50.92880399313616,-203.56383952382518,0.0,PD-L1lo_tumor
219.03764291832505,35.490588998660655,0.0,PD-L1lo_tumor
91.69977521658508,9.766318992248788,0.0,PD-L1lo_tumor
-215.94331561528895,-136.15788231373293,0.0,PD-L1lo_tumor
-110.01444528344693,236.3668363332732,0.0,PD-L1lo_tumor
58.92522986163719,-90.91922115084441,0.0,PD-L1lo_tumor
188.68886536990993,-145.37580722580017,0.0,PD-L1lo_tumor
151.36534937539938,2.0147264773631646,0.0,PD-L1lo_tumor
94.19718192766639,-79.71847603433181,0.0,PD-L1lo_tumor
51.57931640054831,-39.71549982812595,0.0,PD-L1lo_tumor
132.3890034159428,143.065245830176,0.0,PD-L1lo_tumor
128.23267465308976,-33.471972894056385,0.0,PD-L1lo_tumor
-11.170315271522957,-246.70666458557665,0.0,PD-L1lo_tumor
164.76797862114051,-56.664163448486704,0.0,PD-L1lo_tumor
-64.33954143791897,-58.410739602477044,0.0,PD-L1lo_tumor
-61.80928821930931,197.32248446852049,0.0,PD-L1lo_tumor
-117.66789347208197,122.62937181696299,0.0,PD-L1lo_tumor
-6.161943190924888,-6.0558229262402286,0.0,PD-L1lo_tumor
106.60935981966938,-249.72001318772578,0.0,PD-L1lo_tumor
30.28687384443389,-111.24727287008733,0.0,PD-L1lo_tumor
40.434401641418326,27.899873698889277,0.0,PD-L1lo_tumor
238.61351822058032,-46.87567730339791,0.0,PD-L1lo_tumor
-49.732145156785464,162.10398092310572,0.0,PD-L1lo_tumor
210.37214260652243,-149.98852954822001,0.0,PD-L1lo_tumor
179.01952909932328,128.73193197314933,0.0,PD-L1lo_tumor
188.0471321560097,154.94884297300607,0.0,PD-L1lo_tumor
-216.55445265562585,-45.94286891300335,0.0,PD-L1lo_tumor
-201.697296681928,115.98505845585323,0.0,PD-L1lo_tumor
-240.8944531506417,84.64334843554886,0.0,PD-L1lo_tumor
-238.0119106377148,-114.89169458481358,0.0,PD-L1lo_tumor
-5.854444694022845,51.00255851842523,0.0,PD-L1lo_tumor
9.16119154663116,256.9675624712018,0.0,PD-L1lo_tumor
-199.60908324197393,-62.80358293683838,0.0,PD-L1lo_tumor
