x,y,z,type
-156.5827019390873,-108.70402287164997,0.0,PD-L1lo_tumor
-197.02367133320456,-166.86374831617997,0.0,PD-L1lo_tumor
-14.780991585846095,22.962370765831896,0.0,PD-L1lo_tumor
46.754287758889944,-152.50728202971194,0.0,PD-L1lo_tumor
229.80438065403237,-73.75126471822509,0.0,PD-L1lo_tumor
-62.059991154837235,-226.08915387960892,0.0,PD-L1lo_tumor
-109.49515257618171,-177.4756786090597,0.0,PD-L1lo_tumor
-78.56038008146147,178.5676866700418,0.0,PD-L1lo_tumor
214.04955743928176,92.24471240711092,0.0,PD-L1lo_tumor
-37.65642878900541,107.63941783167482,0.0,PD-L1lo_tumor
-91.28068351934834,185.4965493678151,0.0,PD-L1lo_tumor
-159.4460833164338,181.73029965461873,0.0,PD-L1lo_tumor
148.79696550229716,226.04423860100778,0.0,PD-L1lo_tumor
-18.593920042170495,26.10891919887456,0.0,PD-L1lo_tumor
165.1876225758625,59.786978980223324,0.0,PD-L1lo_tumor
-77.80103494182543,-150.61102453161945,0.0,PD-L1lo_tumor
-168.77330151651287,-177.57195872758172,0.0,PD-L1lo_tumor
237.1047155761209,-14.701703008246945,0.0,PD-L1lo_tumor
59.419386685173606,-265.0277184640772,0.0,PD-L1lo_tumor
166.32636754834024,174.64484429928143,0.0,PD-L1lo_tumor
-26.630121942557846,-233.66869283937484,0.0,PD-L1lo_tumor
-133.11993406162443,137.57289351131567,0.0,PD-L1lo_tumor
161.56651866731158,-191.6213495997503,0.0,PD-L1lo_tumor
-55.774623377137544,260.862219167556,0.0,PD-L1lo_tumor
154.69273592690996,175.69409058179392,0.0,PD-L1lo_tumor
92.22941789763306,127.88623462224706,0.0,PD-L1lo_tumor
54.072070262799855,-201.57838103800128,0.0,PD-L1lo_tumor
-11.76500492092545,27.287251729932763,0.0,PD-L1lo_tumor
-2.137773456658248,-5.245665583849531,0.0,PD-L1lo_tumor
86.25710957475926,102.652746873632,0.0,PD-L1lo_tumor
-170.6861697492112,135.74980297440774,0.0,PD-L1lo_tumor
213.4613798306293,-150.6794037158795,0.0,PD-L1lo_tumor
52.208971663116436,-186.59747593567025,0.0,PD-L1lo_tumor
89.36758374161452,17.193604692096475,0.0,PD-L1lo_tumor
-141.89331094656157,198.4197149992151,0.0,PD-L1lo_tumor
-245.31297003021697,9.014755373222275,0.0,PD-L1lo_tumor
-187.27496262948864,-62.139737733085,0.0,PD-L1lo_tumor
-186.27297024343824,-70.28073139973046,0.0,PD-L1lo_tumor
-65.35878531415794,-227.8577490673982,0.0,PD-L1lo_tumor
-20.976107418546896,-150.69700182535092,0.0,PD-L1lo_tumor
175.9690812530642,-159.93631746299695,0.0,PD-L1lo_tumor
-197.0676310813651,-95.00775538735618,0.0,PD-L1lo_tumor
-109.7968276059675,-64.28863615793347,0.0,PD-L1lo_tumor
141.6937941562458,140.24912665730483,0.0,PD-L1lo_tumor
141.7564400708775,-91.94949604431245,0.0,PD-L1lo_tumor
-42.09902061866053,37.66261629700021,0.0,PD-L1lo_tumor
-29.587896084523695,-160.39111458713256,0.0,PD-L1lo_tumor
-32.28637249634261,-78.57314871783841,0.0,PD-L1lo_tumor
24.810645033325613,-250.88586675516126,0.0,PD-L1lo_tumor
37.84735373095588,216.49452348559927,0.0,PD-L1lo_tumor
35.1061113954171,0.9966841728382642,0.0,PD-L1lo_tumor
-193.6415207793423,130.2986427068549,0.0,PD-L1lo_tumor
-42.71413441405259,244.86129810916424,0.0,PD-L1lo_tumor
-51.08795494309393,-60.97887299936684,0.0,PD-L1lo_tumor
74.97267796726788,209.86193199967812,0.0,PD-L1lo_tumor
120.3703723621967,229.64739879471114,0.0,PD-L1lo_tumor
70.70085640411793,208.56588561186618,0.0,PD-L1lo_tumor
41.526010144986635,-264.4349755609272,0.0,PD-L1lo_tumor
-82.5074550265287,259.514856687641,0.0,PD-L1lo_tumor
-80.94036398992542,162.5246840420427,0.0,PD-L1lo_tumor
228.2794983866021,-45.464453209615456,0.0,PD-L1lo_tumor
-21.724835371659953,-112.48229952912058,0.0,PD-L1lo_tumor
72.67110575709484,120.89484037691386,0.0,PD-L1lo_tumor
211.28589487795364,-151.89846648113053,0.0,PD-L1lo_tumor
96.96332214862687,87.13201440171446,0.0,PD-L1lo_tumor
137.6240573810905,-33.40777142077881,0.0,PD-L1lo_tumor
-194.90758232059937,66.182930616651,0.0,PD-L1lo_tumor
178.5451813042552,22.36512191757799,0.0,PD-L1lo_tumor
209.01440362265146,175.54954824047178,0.0,PD-L1lo_tumor
-246.63386053274812,53.96439846643404,0.0,PD-L1lo_tumor
245.47954005650863,-40.365346682112914,0.0,PD-L1lo_tumor
64.54484200814166,145.35256010391254,0.0,PD-L1lo_tumor
112.9661765488273,30.200913042687255,0.0,PD-L1lo_tumor
116.3124916043101,-162.720603270898,0.0,PD-L1lo_tumor
-52.12851312151871,208.6772003103163,0.0,PD-L1lo_tumor
-119.8878382262779,108.64494478281061,0.0,PD-L1lo_tumor
-214.53029645136988,-12.937379871646005,0.0,PD-L1lo_tumor
149.44406143052544,-102.18722633343623,0.0,PD-L1lo_tumor
-82.60781978537658,114.17223077573414,0.0,PD-L1lo_tumor
134.01608462779006,-132.9239847430768,0.0,PD-L1lo_tumor
206.22992529842386,171.9116022127947,0.0,PD-L1lo_tumor
-54.2495819040495,-65.4814446452302,0.0,PD-L1lo_tumor
3.1134403857619333,229.75899961033954,0.0,PD-L1lo_tumor
0.19753814445466186,-150.0843068818023,0.0,PD-L1lo_tumor
24.109694920543113,-211.7500850209574,0.0,PD-L1lo_tumor
-212.21826538498613,58.86916865350224,0.0,PD-L1lo_tumor
97.43179410866823,-77.61506316434902,0.0,PD-L1lo_tumor
-106.28660829729996,127.58190274756811,0.0,PD-L1lo_tumor
-96.7441844244369,-225.42278223017027,0.0,PD-L1lo_tumor
227.9991764306939,-123.71250294569064,0.0,PD-L1lo_tumor
159.59965010750926,-136.7392950112825,0.0,PD-L1lo_tumor
-179.14073153222714,53.47705779092765,0.0,PD-L1lo_tumor
-53.415540190008514,21.177577046332967,0.0,PD-L1lo_tumor
39.80795114787581,83.39516204877759,0.0,PD-L1lo_tumor
-144.99873241192515,-204.4342128083153,0.0,PD-L1lo_tumor
68.12831010858099,39.98757035049487,0.0,PD-L1lo_tumor
-145.97276240514591,-172.59793493936954,0.0,PD-L1lo_tumor
-41.605240766435024,128.85184470701594,0.0,PD-L1lo_tumor
-198.89268435885438,121.15995240026373,0.0,PD-L1lo_tumor
34.13719521366383,-184.44357467837472,0.0,PD-L1lo_tumor
-137.3874779853024,106.43731921911504,0.0,PD-L1lo_tumor
-72.72944268568752,127.2261994294421,0.0,PD-L1lo_tumor
29.4407868033786,-211.52097700808292,0.0,PD-L1lo_tumor
243.42985971114882,57.32083238604476,0.0,PD-L1lo_tumor
125.55875520791605,140.2369678359972,0.0,PD-L1lo_tumor
-179.04281917541923,66.39574945251505,0.0,PD-L1lo_tumor
51.76754189096137,-123.19389624894971,0.0,PD-L1lo_tumor
-33.97409293381788,238.5147534306255,0.0,PD-L1lo_tumor
-85.65072331044219,-77.3370336523606,0.0,PD-L1lo_tumor
20.75826863427562,-87.56369511669583,0.0,PD-L1lo_tumor
236.42358066653628,22.627990834244468,0.0,PD-L1lo_tumor
204.47417144917736,58.506384116545576,0.0,PD-L1lo_tumor
-147.09797148940748,-71.64236395118611,0.0,PD-L1lo_tumor
185.9819943943135,74.84493024314155,0.0,PD-L1lo_tumor
263.31996519289027,-12.946318643038483,0.0,PD-L1lo_tumor
26.402793960991644,45.6613256092738,0.0,PD-L1lo_tumor
137.27496657296933,56.112804696234974,0.0,PD-L1lo_tumor
10.749367868327134,-249.4933987854556,0.0,PD-L1lo_tumor
-251.3203988104246,-34.109673131626984,0.0,PD-L1lo_tumor
195.94178130216358,-132.25345993802418,0.0,PD-L1lo_tumor
76.62583343513114,-4.990749973317484,0.0,PD-L1lo_tumor
27.901262571304322,-251.4705962438921,0.0,PD-L1lo_tumor
110.30831675117574,-211.83800470222758,0.0,PD-L1lo_tumor
149.4469760504046,-53.71856258938344,0.0,PD-L1lo_tumor
197.03986827868752,176.923351208749,0.0,PD-L1lo_tumor
-225.1668733432126,43.15616465677436,0.0,PD-L1lo_tumor
-36.68031656696395,-147.73259124693416,0.0,PD-L1lo_tumor
-240.47990274480867,104.53380005636191,0.0,PD-L1lo_tumor
61.906537171501796,25.54986142963505,0.0,PD-L1lo_tumor
35.83023604154436,-271.0271322072391,0.0,PD-L1lo_tumor
-126.97400539819947,-21.86460037973784,0.0,PD-L1lo_tumor
-160.62529826743474,121.26230260396875,0.0,PD-L1lo_tumor
157.66479951283847,-46.56491031021645,0.0,PD-L1lo_tumor
57.1001940149099,-105.68232043738085,0.0,PD-L1lo_tumor
-171.4788786663083,65.81910455649978,0.0,PD-L1lo_tumor
124.78940560454775,-243.55239237973464,0.0,PD-L1lo_tumor
34.71153125631214,-24.6316021935414,0.0,PD-L1lo_tumor
-210.0661242779406,13.694603032367578,0.0,PD-L1lo_tumor
-166.47964875840253,-133.61590441458185,0.0,PD-L1lo_tumor
52.11307742267865,-251.0087850396772,0.0,PD-L1lo_tumor
-72.8631959833699,102.71901967910314,0.0,PD-L1lo_tumor
197.9184180952423,160.29609643840664,0.0,PD-L1lo_tumor
-21.840291499678038,211.85839005574485,0.0,PD-L1lo_tumor
16.263475442813107,-13.458567156692833,0.0,PD-L1lo_tumor
-16.08274011516328,105.38282746678279,0.0,PD-L1lo_tumor
102.57272521963604,-118.2714816346089,0.0,PD-L1lo_tumor
-117.40561433393138,56.681768423473336,0.0,PD-L1lo_tumor
-183.6118301070772,-188.15779123621954,0.0,PD-L1lo_tumor
48.17125242335329,-131.29615364615282,0.0,PD-L1lo_tumor
118.07045070408779,223.68076204906848,0.0,PD-L1lo_tumor
-139.57048803933722,97.63162818338442,0.0,PD-L1lo_tumor
80.52933682438116,-122.28972365522598,0.0,PD-L1lo_tumor
120.53542812001487,-129.75160188889322,0.0,PD-L1lo_tumor
-113.70117597769223,-76.75564425659367,0.0,PD-L1lo_tumor
-162.63862680465104,-131.21735883520273,0.0,PD-L1lo_tumor
216.74612708211322,-71.77380935972035,0.0,PD-L1lo_tumor
103.41750885612782,198.66011025196102,0.0,PD-L1lo_tumor
-171.9212174110002,194.9631478093021,0.0,PD-L1lo_tumor
-176.08578025238765,5.187221101113889,0.0,PD-L1lo_tumor
-185.29210287382446,-144.68763593318116,0.0,PD-L1lo_tumor
-121.04323873821183,239.281635101313,0.0,PD-L1lo_tumor
11.649817800068123,115.7214550444368,0.0,PD-L1lo_tumor
-85.62928550173332,-100.72646356980835,0.0,PD-L1lo_tumor
-150.9589756260491,229.17511145183215,0.0,PD-L1lo_tumor
-87.68838322690718,-71.65109219919181,0.0,PD-L1lo_tumor
11.243296796343433,-252.01750915121667,0.0,PD-L1lo_tumor
-30.312017889574456,-73.93266275630886,0.0,PD-L1lo_tumor
-242.3209495744857,-70.85048349945461,0.0,PD-L1lo_tumor
-75.06358787352123,-164.11927528172907,0.0,PD-L1lo_tumor
-59.04370893545894,-38.27236952299789,0.0,PD-L1lo_tumor
27.300980979950918,26.233992569887633,0.0,PD-L1lo_tumor
157.5357410009027,222.98092632904866,0.0,PD-L1lo_tumor
-44.16278085502067,199.07158341594067,0.0,PD-L1lo_tumor
-66.97695232362429,-81.09572445640245,0.0,PD-L1lo_tumor
-57.78203371444592,11.832816017342214,0.0,PD-L1lo_tumor
-141.47379854358198,-166.2379476493248,0.0,PD-L1lo_tumor
-150.21992005951668,-80.02843897358703,0.0,PD-L1lo_tumor
107.12111859062851,107.49705669285048,0.0,PD-L1lo_tumor
164.1369915044526,-166.21525518350316,0.0,PD-L1lo_tumor
