0: 2023
1: 1589,1947,1142,1629,71,1518
2: 987,1848,338,188,1597
3: 
4: 2024
5: 
6: 613,1136,596
1963: 1765,1454,1078,279,545,1406,1366
8: 2022
9: 1428,1073,408
10: 486,1036,271,1743,1314,365,1939,503
11: 1524,379,1822,920,527,1417,317
12: 533,688,168,1856,1602,1610,1203,1569,1794
13: 387,925,189,1295,1425,855,820,511
14: 1626,1635,1290,494,126,1728,1464
15: 1294,1514,1515,1944,1072,1338
16: 1354,580,1035,1016,609,1989,426,648
17: 1191,1002,857,915,292,673,618,1831
18: 1751,1051,1415,1745,1109,1734,687,1120,1988,821
19: 449,282,419,482,946,619,364
20: 660,934,1019,1101,1400,1714
21: 1531,403,361,893,1978
1994: 144,1902,1144,1289,392,1817,41,1422
1997: 1757,1915,1360,1502,1252,1288,910,1157
24: 1878,1410,1249,1133,992,1885,898
25: 1004,536,440,1058,1542,463
26: 1449,662,1781,1676,696,147,1421,302
27: 624,1027,935,1234
28: 905,220,1537,1401,160,1125,1709
29: 293,1181,495,1778,637,1172,1137
30: 1132,794,812,312,94,324,213
1989: 1292,832,1721,609,1504,91,16,1014,426
32: 605,531,982,1432,1933,1052,1711,40
33: 1338,633,1266,1468,1515,818
34: 933,989,1473,1026,1703,1760,647,1723
35: 1034,519,97,1574,1297,723
36: 375,919,1855,1456
37: 1787,1742,1351,634
38: 533,688,1580,168,1569,713,523,1739
39: 539,1600,1644,622,718,143
40: 1613,1711,1412,1432,32,605,982
41: 1817,1863,578,686,1902,1994,320
42: 337,1896,1770,1305,1336,1409,1372,1286
43: 1806,467,775,63,1538,1691
44: 1825,672,1567,489,130,1615
45: 1439,1535,1630,115,1684,1064,89
46: 1411,1331,1666,1877,208,1260,165
47: 319,478,67,238,1128,1862,1278,1402,939
48: 1426,737,2009,790,747,1035,1016
49: 969,1427,414,793,1462,157
50: 1431,2019,1141,151,1767,1617,1526
51: 567,667,1251,940,862,1608,628
52: 276,1371,280,192,1789,1962,1359,1886
53: 258,601,838,641,1090,602,1020
54: 1763,839,1320,1591,372,123,176,1942
55: 1606,113,393,1221,191,1498,481,1917
56: 1279,1813,808,1405,798,1960,695
57: 414,1784,1948,1165,793,1206
58: 1634,1240,1696,1421,1781,1478,1797,1358
59: 851,992,117,576,510,1885,898,951
60: 630,1765,1852,1454,1029,1605
61: 1756,446,1921,1446,229,895,1370,1148
62: 1925,384,977,1880,1876
63: 1404,370,1651,1556,1491,1538,43,775
64: 716,1609,1790,1261,1309,1253,210
65: 656,1335,1391,532,1828,1873
66: 1050,216,1616,930,427,396,1368,1038
67: 169,238,1774,759,47,1862,1402,939,995
68: 1119,1831,781,1893,200,1192,196,1363,618,981
69: 1105,1711,247,629,1692,148
70: 1066,475,637,1389,1172,201,1189,1853,1137
71: 1644,622,190,1589,1,1629,1518
72: 787,1128,1862,939,1620
73: 1288,910,1382,1411,1331,1252,1907,1009
74: 805,739,691,1700,1050,1157,1985,1380,1038
75: 1457,424,245,1282,1587,1857
76: 546,429,1165,1973,1224,1206
77: 1216,183,1210,963
78: 1638,877,1161,771,1319,1229,1541
79: 542,1012,378,1093,1788,867,259
80: 764,1087,969,534,1427,574,1792
81: 139,1523,1768,96,728,881
82: 1203,540,1794,2006,159,127
83: 1332,606,1593,1349,1772,1392,1687,558
84: 1439,1217,1535,1343,121,1675
85: 1919,1147,1468,404,810,626
86: 1361,842,372,1452,1027,107,1202
87: 714,1365,837,1870,1540,1315,1937,1650,791
88: 1073,786,2016,1694,1128,1237,1278
89: 291,450,45,316,115,1684
90: 1966,1244,1368,198,1493,869,736,677,357,1525
91: 740,1296,1247,711,1292,832,1989,1037
92: 1059,1572,686,1811,884,1902,1044,1144,578
93: 1717,470,1652,551,921,1154
94: 1832,324,312,30,1793,1329
95: 2001,1180,1669,485,1353,1283,1328
96: 126,907,1464,310,458,1523,81,881
97: 35,1034,723,1141,1030,1553,1764
98: 250,1360,1502,853,1682,528,208,1411,1252,1666
99: 323,1113,552,1829,297,1710,1164,1355
100: 1682,1731,528,1324,694,825,1877,208,1548,1666
101: 1954,733,768,1995,1008,621,1298,389,2017
102: 1891,1858,1222,343,847,1406,1499
103: 1827,1191,857,122,1227,243,1744,880
104: 1895,106,896,835,1387,286,1749,1046,2021,779,1680
105: 219,1533,1004,440,477,1259
106: 1895,274,104,970,1420,1387,1982,1680,1006
107: 727,1027,935,455,1452,842,86
108: 389,2017,119,1656,1764,1195,709,1374
109: 1972,1397,1470,583,1520,941,836,291,705
110: 497,770,1875,952,547,1121,543,464
111: 212,817,564,748,1878,843,1410,1232
112: 873,351,931,309,948,593,1623,385
113: 1268,669,393,55,481,1917
114: 2018,1192,149,1741,1545,246,645,1469,345
115: 306,1884,316,1630,45,291,89
116: 1610,1926,1048,1339,424,720,1602,517,1856
117: 59,992,576,1410,1782,1232,966
118: 1662,1287,218,1056,1070
119: 389,108,2017,1656,253,1888,1416,709,1374
120: 903,789,499,1377,1489,1146
