0: 2023
1: 1589,1947,1629,1142,71,1518
2: 1848,188,338,1788,615,1707
3: 2025
4: 2024
5: 2026
6: 613,1136,596
1930: 1317,1118,846,1256,186,719
8: 2022
9: 1428,1073,408
1929: 1861,1823,1993,1304,1247,740,974
11: 1524,379,1822,724,920,527,1417,317
12: 1856,533,688,168,1610,1602,82,1794,1203,1569
13: 387,925,1295,189,1425,855,820,511
14: 1626,1635,1290,494,126,1464,1728
15: 1294,1514,1515,1919,1944,1072,1338
16: 1354,580,1016,1035,609,1989,426,648
17: 915,292,1521,673,1827,1191,857,1119,1831,618
18: 1751,1051,1415,1109,1745,1734,687,1120,1988,821
19: 449,282,482,524,946,619,364
20: 660,934,1019,1101,1714,1400
1910: 1414,631,659,684,1840,1859,785
1994: 1902,1144,144,1289,392,1817,41,1422
1997: 1757,1915,1157,1360,1502,1411,1252,1288,910
24: 1878,1133,1410,1249,898,992,1885
25: 1004,536,440,1058,1542,463,1300
26: 696,147,662,1781,1449,302
27: 1027,935,624,1234
28: 905,220,1537,1401,1125,1709,160
29: 1137,495,1778,637,1172,293,1181
30: 324,94,213,1132,794,312,812
1989: 1292,832,1504,1721,609,16,1014,426
32: 605,982,1432,1933,1052,40,1711
33: 1338,633,1266,1515,818,1468
34: 1026,687,1703,933,1473,1760,647,1723
35: 1034,97,519,1574,1297,723
1946: 1470,583,1520,134,1981,1175,306,316,665
37: 1787,1484,1140,634,1715
38: 533,688,1580,168,1460,713,1569,1739
39: 539,1600,143,1644,622,718
40: 1613,1711,1412,1432,32,605,982,1727
41: 1817,1863,578,320,686,1994,1902
42: 337,1896,1770,1305,1409,1336,1372,1286
43: 1806,467,775,63,1651,1691,1538
44: 1825,672,1567,489,130,1615
45: 1439,1535,1630,115,1684,1064,89,450
46: 1411,1331,1666,1877,208,1260,165
47: 478,238,67,1128,1862,1278,1402,939
48: 1426,737,2009,790,747,1016,1035
49: 157,961,414,1462,793,969,1427
1904: 1490,777,715,1152,1802,222,1277,1874,199
51: 567,667,1251,940,1608,628,722
52: 276,1371,280,1962,450,1359,1886,192
53: 258,601,1020,641,1090
54: 1763,839,1320,1591,123,372,176
55: 1606,113,393,1221,191,1498,481,1917
56: 1279,798,808,1813,695,1960
57: 414,1784,1948,1165,1206,793
58: 1634,1240,1421,1696,1781,1478,302,1797,1358
59: 898,992,117,576,851,510
60: 630,1765,1454,1029,1852,1605
61: 1756,446,1921,1446,229,895,1370,1148
62: 384,1925,977,1880,1876
63: 1404,1556,1651,43,775
64: 1253,1293,1309,210,716,1609,1261
65: 656,1391,1828,532,1873
66: 930,216,1616,1038,427,396,1368
67: 169,1774,759,238,47,1862,1402,939,995
68: 1119,1831,781,1893,1363,618,857,200,1192,196,981
69: 1692,148,1645,247,629,1105,1711
70: 1066,475,637,1172,1189,201,1853
71: 1644,622,190,1589,1,1629,2014,1518
72: 787,1128,1862,939,1620
1922: 755,869,1244,357,1525,207,617
74: 805,739,691,1050,1038,1700,1157,216,1985,1380
75: 1457,424,1282,1857,240,1565,1587,245,589,1339
76: 546,429,1973,721,1165,1224,1206
77: 1216,1210,183,963,587
78: 1638,877,1161,771,1319,268,1229,1541
79: 1093,1788,378,1938,867,542,259,1012
80: 764,1087,969,534,1427,574,1792
81: 139,1768,1523,96,728,881
82: 159,1794,1203,2006,12,540
83: 1332,1593,606,1349,1772,1392,1687,472,558
84: 1439,1535,1329,725,181,1675
85: 1919,1147,404,1515,810,626,1468
86: 1361,842,372,1452,1027,107,1202
87: 714,1365,837,1540,1315,1937,1650,791
88: 1073,2016,1694,1128,1237,1278
89: 291,450,836,1630,45,316,115,1684
90: 1966,1244,1368,198,1493,869,736,677,357,1525
91: 740,1296,711,1247,1292,832,1037
92: 1059,1572,686,1968,884,1902,1044,1144
93: 1717,470,921,1652,551
94: 324,1329,30,312,1793
95: 2001,314,1180,1669,485,1353,1283,1095,1328
96: 126,1523,1464,310,458,81,881
97: 35,1034,723,1141,1553,1764,1030
98: 250,1360,1502,1666,853,1682,528,208,1411,1252
99: 595,142,999,501,1710,1829,552,297
100: 1682,1731,1324,694,825,1666,1548,1877,208
101: 1954,733,768,1995,1008,621,1298,389,2017
102: 1891,1222,847,1499,1858
103: 1827,1191,857,122,1227,243,1744,880
104: 106,1680,896,1387,1895,2021,1749,1046,779
105: 1533,219,1259,477,1004,440
106: 104,274,1006,1680,1982,970,1420,286,1895
107: 727,1027,935,455,1452,348,842,86
108: 389,2017,119,1195,1656,1764,709,1374
109: 1972,1397,705,941,1470,583,1520,291,836
110: 547,770,952,497,1121,543,877,464
111: 212,564,817,1878,843,1410,1232
112: 873,351,931,309,215,948,1623,1443,593,385
113: 1268,1606,669,393,55,481,1917
114: 645,1469,345,1741,1545,2018,1192,149,246
115: 306,1884,316,1630,45,291,89
116: 1610,1926,1602,1048,517,424,720
117: 59,992,576,1410,1782,1232
118: 1662,540,218,1056,1070,1744,880,1227
119: 389,108,2017,733,1656,253,1888,1416,709,1374
120: 903,789,499,1377,1489,1146
121: 717,923,1675,1535,1064,1887
122: 1191,103,857,1883,243,1369,196,149
123: 1361,372,1320,54,1763,176,1508
124: 849,462,1785,1804
125: 772,411,254,1979,295,1882,270,1571,230,1185
