0: 2023
1: 1589,1947,1142,1629,71,1518
2: 1308,1848,338,188,987,1597
3: 
4: 2024
5: 
6: 613,1136,596
7: 742,766,942,1061
8: 2022
9: 1428,1073,408
10: 486,1036,271,1743,1314,365,1939,503
11: 1524,379,1822,920,527,1417,317
12: 38,533,688,168,1856,1602,1610,1203,1569,1794
13: 387,925,1295,855,820,511
14: 1626,1635,1290,748,494,126,1728,1464
15: 1294,1514,1515,1944,1072,1338
16: 580,1035,1016,609,1989,426,648,1354
17: 1191,857,915,292,1521,673,618,1831
18: 1751,1051,1415,1745,1109,1734,687,1120,1988,821
19: 449,282,419,482,524,946,619,364
20: 660,934,1019,442,1101,1400,1714
21: 361,403,1531,893,1978
1994: 144,1902,1144,517,1289,392,1817,41,1863,1422
1997: 1757,1915,1360,1502,1252,1288,910,1157
24: 1878,1410,1249,1133,992,898,1885
25: 1004,536,440,1058,1542,463
26: 696,147,302,1449,1781,662,1676,1421
27: 624,1027,935,1234
28: 905,220,1537,1401,160,1125,1709
29: 293,1181,495,1778,637,1172,1137
30: 1132,794,812,312,94,324,213
1989: 1292,832,1504,1721,609,91,16,1014,426
32: 605,982,1432,1933,1052,1711,40
33: 1338,633,1266,1515,818,1517,1468
34: 1026,1703,933,989,1473,1760,647,1723
35: 1034,519,97,1574,1297,723
36: 375,919,1855,1456
37: 1787,1742,1351,634
38: 12,533,688,1580,168,1569,1739,713,523
39: 539,1600,1644,622,718,143
40: 1613,1711,1412,1432,32,605,982
41: 1817,578,1863,320,686,1902,1994
42: 337,1896,1336,1305,1770,1409,1372,1286
43: 1806,467,775,63,1691,1538
44: 1825,672,1567,1615,489,130,734
45: 1439,1535,1630,115,1684,1064,89
46: 1411,1331,1666,1877,208,1260,165
47: 319,478,67,238,1128,1862,1278,1402,939
48: 609,1426,737,2009,790,747,1035,1016
49: 969,414,793,1462,157,1427
50: 1431,2019,1141,1767,151,1617,490,1526
51: 567,667,1251,940,1608,628
52: 276,1371,280,1962,1886,1359,192
53: 258,601,838,641,1090,1020
54: 1763,839,1591,1320,372,123,176
55: 1606,113,393,1221,191,481,1917,1498
56: 1960,695,1279,808,1405,1813,437
57: 414,1784,1948,1165,793,1206
58: 1634,1240,1358,1781,1676,1478,1421,1797
59: 851,992,117,576,898,510,951
