0: 2023
1: 1589,1947,1629,1142,71,1518
2: 1308,1848,338,188,987,1597
3: 
4: 2024
5: 
6: 613,1136,596
7: 742,766,635,1486,942,1061
8: 2022
9: 1428,1073,408
10: 486,1036,271,1743,1314,365,1939,503
11: 1524,379,1822,920,527,1417,317
12: 38,533,688,1569,168,1610,1602,1856,82,1794,1203
13: 387,925,973,1295,511,820
14: 1626,1635,1290,494,126,1728,1464,748
15: 1294,1514,1515,1944,1072,1338
16: 1354,1016,1035,609,1989,426,580,648
17: 292,1521,673,915,1002,1191,857,1831,618
18: 1751,1051,1415,1745,1109,687,1120,1988,821
19: 449,282,419,482,946,619
20: 934,1019,442,660,1101,1400,1714
21: 361,403,1531,1978,893
22: 1676,662,1781,1421
1997: 1288,910,1157,1502,1757,1915,1252,1360
24: 1878,1249,1133,1410,59,992,1885,898
25: 1004,536,440,1058,1542,463
26: 696,147,662,1781,1449,1421,302
27: 624,1027,935,1234
28: 905,220,1537,1401,1125,1709,160
29: 1137,1778,637,1172,1181,495
30: 1132,794,312,94,324,812,213
31: 1976,582,917
32: 605,531,982,1432,1933,1052,40,1711
33: 1338,633,1266,1515,1468,818
34: 687,1703,1026,933,989,1473,1760,647
35: 1034,519,97,1574,1297,723,151
36: 375,919,1855,1456
37: 1787,1742,1351,634
38: 12,688,1569,168,1580,1031,713,523
39: 539,1600,1644,1170,622,718,143
40: 1613,1711,1412,1432,32,605,982
41: 320,578,1863,1817,686,1902,1144,1994
42: 337,1896,1409,1305,1770,1336,1372,1286
43: 1806,775,467,63,1538,1956
44: 1825,672,1567,1615,489,130,1575
45: 1684,1064,1439,1535,1630,115,89
46: 1666,1331,1411,208,1877,1260
47: 478,1278,67,238,1128,1862,939,1402
48: 1426,737,609,264,2009,790,747,1016,1035
49: 157,1427,414,793,1462,969
50: 1141,1767,151,1431,2019,1617,1526
51: 567,667,940,1251,862,1608,628
52: 276,1371,280,1962,192,1359,1886
53: 601,258,641,838,1020
54: 1763,839,1591,1320,372,176,123
55: 1917,113,393,1221,1606,191,1498,481
56: 437,695,1279,808,1405,1813,1960
57: 414,1784,913,1165,793,1206
58: 1634,1358,1797,1421,1676,1781,1478,302
59: 992,117,576,851,24,1885,898,510
60: 630,1765,1454,1852,1605,1029
61: 1756,446,1921,1446,229,895,1370,1148
62: 1880,384,1925,977,1876
63: 1404,370,1651,1491,1556,1956,775,43
64: 716,1609,1790,1261,1309,1253,210
65: 656,1335,532,1828,1451,1391,1873
66: 930,216,1616,1050,427,1038,396,1368
67: 759,169,238,1774,47,1862,939,995,1402
68: 1893,1363,1831,781,618,857,673,200,2018,1192,196
69: 1692,148,290,1645,629,247,1105,1711
70: 475,637,1389,1172,201,1189,1853
71: 1644,190,622,1589,1,1629,1518,2014
72: 787,1128,1862,1620,939
73: 1252,1331,1411,1288,910,165,1907,1009
74: 805,739,691,1985,1038,1380
75: 1457,424,1857,1048,1282,1565,245,1587,1339
76: 1165,429,546,1973,1206,1590
77: 1216,183,1210,963
78: 1638,877,464,1161,1319,268,1229,1541
79: 1788,1093,378,867,259,542,786,1012
80: 969,1087,1427,1792,827,574,534
81: 139,1523,1768,96,728,881
82: 159,540,127,1794,1203,2006,12
83: 1332,606,1593,1349,1772,1392,1687,558,472
84: 1439,1217,1343,1535,923,1675,121
85: 1919,1147,404,810,626,1468
86: 1361,842,372,1452,107,1280,1202
87: 714,1365,837,1315,1937,1650,1540
88: 1694,1278,786,2016,1073,1128,1237
89: 291,450,1630,115,316,1684,45
90: 1966,396,1244,1368,198,1493,869,736,677,357,1525
91: 740,1296,1247,711,1292,832,1989
92: 1902,1044,1144,884,1059,1572,686,1811,578
93: 1717,470,1154,1652,551,921
94: 1832,324,312,30,1793,1329
95: 2001,1732,964,1669,1180,314,485,1283
96: 126,907,1464,310,458,1523,81,881
97: 35,1034,723,1141,1195,1553,1764,1030
98: 250,1502,528,853,1682,1666,1252,1411,1360
99: 366,323,552,1164,1113,331,297,1355
100: 1682,1731,1324,1548,208,1877
101: 1954,1995,768,733,389,1008,621,1298,272,2017
102: 1891,329,1858,1406,343,847,1222,1366,1499
103: 880,1191,122,857,1827,1227,1744,243
104: 1895,106,286,835,1387,896,1749,2021,779,1680
105: 1533,1004,440,1259
106: 1895,104,274,1420,1387,1982,1680,1006
107: 727,1027,935,1280,455,842,86,1234
108: 272,2017,1195,1656,1764,119,709,1374
109: 836,1397,1972,705,1470,583,1520,291,941
110: 547,770,1875,952,1121,543,464,1854,497
111: 212,564,1878,843,817,748,1232,1410
112: 309,351,931,873,593,948
113: 1268,1917,669,393,55,481
114: 2018,1192,149,1741,1545,246,645,1469,345
115: 1055,1884,1630,316,306,45,291,89
116: 1610,1602,397,1926,517,424,1048,1339,720
117: 1410,59,992,576,1232,966,1782
118: 1662,1287,1056,218,1070
119: 1888,1416,709,389,108,2017,1656,253,1374
120: 903,789,499,1901,1377,1146,1489
121: 923,1675,84,1535,717,975,1887
122: 103,857,243,1369,196,149
123: 1508,176,1320,1361,372,54,1763
124: 849,462,1785,1671,1804
125: 772,411,254,1882,295,270,1979,230,1571
126: 1728,1464,96,14,494,748,1509,458
127: 159,82,972,2006,136,1996
128: 303,1828,231,548,826,1116
129: 1758,1176,1564,997,1934,541
130: 826,1575,1615,1567,44,1116
131: 780,1340,1660,380,846,1592
132: 1067,164,1826,975,1389,1077,1805
133: 623,699,951,1782,576,425
134: 1585,341,1725,1470,1520,1981,941
135: 350,1318,1025,361,403,342,1909,456
136: 1422,2006,783,972,1817,127
137: 1682,1731,1888,1416,1150,853,528
138: 707,325,1737,763,1872
139: 1523,81,1768,870,1326,388,508
140: 1171,602,746,170,1713,1557,1833,1824
141: 562,955,1636,1118,719,1820,1033,195,1701,1271,876
142: 595,1383,297,1649,588,441,1890,1932,501
143: 960,718,1600,39,1644,1170,529
144: 1730,1144,1994,1463,1289,392
145: 1288,809,910,1157,1382,1985,1017,729,1907,1750
146: 1486,942,1177,1115,1909,1207,350
147: 696,26,806,1134,1449,649,2000
148: 1269,1692,69,1645,1623,557,1105,1163
149: 200,2018,196,114,122,1741,1369
150: 690,223,194,840,318,1648
151: 723,1141,1767,50,1435,225,1297,35,1030
152: 802,192,175,1359,1104,985,994,693
153: 524,289,1242,1495,1496,998,769,1679,482,946
154: 957,415,1238,1486,1975,742,347,766,1180
155: 1998,1082,328,1198
156: 1111,1100,515,512,468,1815,169
157: 49,703,1427,961,1539,414
158: 1385,1483,883,1100,1209,1864,568
159: 82,540,127,1996,926,1287
160: 1799,1346,1646,28,220,1401,1686
161: 1103,638,1769,1667,1390,1376,1156
162: 697,405,339,1403,1186,206
163: 1429,333,1075,509,1670,1080,1905
164: 1067,132,454,444,1826,975
165: 1021,800,73,1331,1293,1260,1009
166: 773,731,1321,934,660,241,269,700
167: 797,1008,621,912,236,1566,460,866
168: 12,38,533,688,1580,1856,903
169: 1815,67,759,238,1774,156,1111
170: 754,1722,796,1920,1557,1824,1127,140
171: 1653,1763,839,257,1704,421,1143
172: 577,967,1691,1690,940,722
2005: 301,443,782,1719,278,1837,1830
174: 1208,680,1215,305,550,726,288,1197,2012
175: 802,192,1359,152,332,994,693
176: 735,1230,1508,428,123,1942,372,54,1763,839
2009: 589,264,875,48,1426,737,790,747
178: 249,1510,1624,1330,1081,1796,180,368
179: 2003,252,398,1987,1139,368,1388,1081,180
180: 1479,1796,1574,178,179,398,368,1297
181: 1481,1675,1740,1329,1343
182: 1494,226,262,1326,326,639,889,811,1013
183: 1216,77,1210,1234,1027,624,376
184: 1777,763,1596,1624,582,1872,1084,1479,1796
185: 1964,994,399,549,769,1679,1753,1147
186: 1032,719,1820,1047,1256,1930
187: 490,1526,1614,195,506,501,999,1601
188: 1848,338,2,774,1089,1547,987,1597
189: 516,362,1908,925,973,1425
190: 1644,1712,1170,71,431,1518,2014,1179
191: 1606,1114,2008,1498,334,1917,393,55
192: 175,1359,1886,152,1371,280,52,1104,985
193: 1736,1766,694,1650,1424,466,1678,356,1345
194: 1357,690,223,150,1648,249,823,1330,1746,1129,1755
195: 1431,1033,1701,2019,1271,876,141,562,187,1526,506,501
196: 200,2018,1192,149,122,857,68,618
197: 1801,1370,1207,1188,1148,573
198: 1966,1368,90,1493,1038,1017,1380
199: 447,1204,777,1152,886,1277
200: 2018,1192,196,149,1363,1831,781,68,618,645,345,981
201: 1053,1077,1189,1805,70,475,1389,1853
202: 1553,1656,1764,409,479,604,1374,1500,1506,1818
203: 1414,435,1549,1290,412,1840
204: 1626,1635,1290,919,382,346,1549
205: 300,1706,776,978
206: 1186,1961,900,405,162,761,905
207: 948,617,755,1193,1922,949
208: 1548,1877,1682,100,528,1666,46,1411,1260
209: 1082,1273,767,417,1198,443
210: 863,493,592,1309,716,1790,1261,64,1913
2017: 272,108,101,733,389,119,1416,709
212: 111,564,1440,1348,439,843,977
213: 1693,812,1879,1892,1092,30,1970,1485,324
214: 1999,1698,1522,1791,1263,336,1952,854,1847
215: 229,1631,1231,357,948,351
216: 66,1616,1050,805,1038,1368
217: 668,1775,1467,761,840,451,900,1233
218: 1662,118,1056,1031,1153,713,1227
219: 1533,1806,467
220: 905,28,1537,1401,668,488,160,1346
221: 234,1443,290,1645,1623,309,593,247
222: 1112,1874,1802,1904,715,1152,1277
223: 1779,690,488,150,194,1467,840,451,318
224: 1619,1674,993,1979,1544,1835,1138,1362
225: 398,1987,1435,1139,1297,1767,151
226: 1494,870,182,262,1394,908,566,326,639
227: 1825,1484,672,1567,1803,248,1715,678,232
228: 599,1718,1071,756,1688,947,1720
229: 1446,215,1631,895,1921,677,1231,357,701,61,351
230: 1107,685,1571,1619,1516,1979,125
231: 128,303,1516,548,826,1211,1107,685
232: 1803,248,678,227,672,1567,1664,988,1702
233: 1640,1333,603,943,1285,1184,1097,1562,692
234: 221,1443,290,1645,1708,1860,1270,2013,309,593,247
235: 1543,791,1697,1944,1365,1338,1266
236: 797,167,912,738,325,1566,460,866
237: 1927,658,461,563,251,1955
238: 1815,67,169,1774,1992,478,319,47
239: 1262,590,901,1834,1471,859
240: 1565,433,245,874,996,1587,505,904
241: 978,934,1019,660,1375,773,166,1321,1916
242: 276,1371,280,1396,553,1104,1010,655
243: 273,1883,1744,880,103,122,1733,1369
244: 712,1310,1897,1475,1488,1482,615
245: 240,1565,874,1587,856,75,1857,1282
246: 1054,799,666,1545,114,645,1469
247: 671,629,1868,221,234,290,1645,1708,69
248: 914,1803,678,232,227,988,1702
249: 178,1510,823,1596,1330,1648,194,1755
250: 98,1502,765,528,479,853,1666,1360
251: 563,1241,237,1927
252: 2003,179,1987,1139,368,1388,1081
253: 1424,466,625,1954,733,389,119,1416,709,1150
254: 1185,772,411,125,295,1732,1571,864
255: 1446,1631,873,1188,1148,573,1924
256: 1507,1528,902,753,792,1385
257: 171,839,1591,1704,1159,1214
