0: 2023
1: 1589,1947,1629,1142,71,1518
2: 1308,1848,338,188,987,1597
3: 
4: 2024
5: 
6: 613,1136,596
7: 742,766,635,1486,942,1061
8: 2022
9: 1428,1073,408
10: 486,1036,271,1743,1314,365,1939,503
11: 1524,379,1822,1065,920,527,1417,317
12: 38,533,688,168,1856,1610,1602,1203,1794,1569
13: 387,925,973,1295,820,511
14: 1626,1635,1290,494,748,126,1728,1464
15: 1294,1514,1515,1944,1072,1338
16: 1354,1016,580,609,1035,1989,426,648
17: 292,1521,673,915,1191,1002,857,618,1831
18: 1751,1051,1415,1745,1109,1734,687,1120,1988,821
19: 449,282,419,482,946,619,364
20: 934,1019,660,1101,442,1400,1714
21: 361,403,1531,893,1978
1994: 144,1902,1144,1289,392,41,1817,1422
1997: 1915,1360,1502,1252,1288,910,1157
24: 1878,1410,1249,1133,992,1885,898
25: 1004,536,440,1058,1542,463
26: 696,147,1449,1781,1676,1421,302
27: 624,1027,935,1234
28: 905,220,1537,1401,1709,1125,160
29: 293,1181,495,1778,637,1172,1137
30: 1132,794,312,812,94,324,213
1989: 1292,832,1504,1721,609,1035,91,16,1014,426
32: 605,531,982,1432,1933,1052,1711,40
33: 1338,633,1266,1517,1515,818,1468
34: 1026,1703,933,989,1473,1760,647,1723
35: 1034,519,97,1574,723
36: 375,919,1855,1456
37: 1787,1742,1351,634
38: 12,533,688,1580,168,1569,713,523,1031
39: 539,1600,1644,622,143,718,1170
40: 1711,1412,1432,32,605,982,1613
41: 320,578,1863,1817,1902,1994
42: 337,1896,1336,1305,1770,1372,1409,1286
43: 1806,775,467,63,1538,1956
44: 1825,1567,1615,489,130,1575
45: 1684,1064,1439,1535,1630,115,89
46: 1411,1331,1666,208,1877,1260,165
47: 478,1278,67,238,1128,1862,1402,939
48: 1426,737,609,1035,2009,790,747,1016
49: 157,1427,414,793,1462,969
50: 1431,2019,1141,1767,151,1617,490,1526
51: 567,667,940,1251,862,1608,628
52: 276,1371,280,1962,1886,1359,192
53: 258,601,838,641,1020
54: 1763,839,1591,1320,372,176,123
55: 1917,113,393,1606,1221,191,1498,481
56: 437,695,1279,808,1405,1813,1960
57: 414,1784,1948,1165,793,1206
58: 1634,1240,1676,1797,1421,1478,302,1358
59: 851,992,117,576,510,898,951
60: 630,1765,1454,1852,1605,1029
61: 1756,446,1921,1446,229,895,1370,1148
62: 1880,384,1925,977,1876
63: 1404,370,1651,1491,1556,1538,1956,775,43
64: 716,1609,1261,1309,1253,210
65: 656,1335,532,1828,1873,1391
66: 216,1616,930,427,1038,396,1368
67: 759,169,238,1774,47,1862,1402,995
68: 1363,1831,781,1119,1893,200,1192,196,618,981
69: 1105,1711,1645,629,247,1692,148
70: 1066,475,637,1389,1172,201,1189,1137,1853
71: 1644,622,190,1589,1,1629,2014,1518
72: 787,1128,1862,939,1620
73: 1411,1252,1331,1288,910,1382,1907,1009
74: 805,739,691,1985,1038,1380
75: 1457,424,1857,1282,1048,1587,245,1339
76: 546,429,721,1165,1973,1206,1590
77: 1216,183,1210,963
78: 1638,877,1161,771,1319,1229,1541
79: 542,786,1012,378,1093,1788,867,259
80: 1087,969,1427,827,1792,574,534
81: 139,1523,1768,96,728,881
82: 1203,540,127,1794,159,2006
83: 1332,606,1593,1349,1772,1392,1687,558,472
84: 1439,1217,1535,1343,121,923,1675
85: 1919,1147,404,810,626,1468
86: 1361,842,372,1452,1027,107,1202
87: 1540,1315,1937,1650,837,714,1365
88: 1073,786,2016,1694,1278,1128,1237
89: 291,450,1630,115,316,1684,45
90: 1966,396,1244,1368,198,1493,869,677,357,1525,736
91: 740,1296,1247,711,1292,832,1989
92: 1059,1572,686,1811,884,1902,1044,1144,1463,578
93: 1717,470,1652,551,921,1154
94: 1832,324,312,30,1793,1329
95: 2001,314,1180,1669,964,485,1283,1732
96: 126,907,1464,310,458,1523,81,881
97: 35,1034,723,1141,1195,1553,1764,1030
98: 250,1360,1502,1666,528,853,1682,1411,1252
99: 366,1113,552,1164,331,297,1710,323,1355,299
100: 1682,1731,1324,1548,208,1877
101: 1954,733,768,1995,1008,621,1298,272,2017,389
102: 1891,1858,1222,1406,343,847,1499
103: 880,1191,857,1827,122,1227,243,1744
104: 1895,106,896,835,1387,286,1749,1046,779,1680,2021
105: 1533,1004,440,1259
106: 1895,104,274,970,1387,286,1982,1680,1006
107: 727,1027,935,1280,455,1452,842,86
108: 2017,1195,119,389,1656,1764,1416,1374
109: 1972,1397,836,705,316,1470,583,1520,291,941
110: 547,770,1875,952,497,1121,543,464
111: 212,564,817,1878,843,1410,1232
112: 309,351,931,873,948,1443,593
113: 1268,1917,669,393,55,481
114: 2018,1192,149,1741,246,1545,645,1469
115: 1055,1884,316,1630,306,45,291,89
116: 1610,1926,397,1602,517,424,1048,1339,720
117: 59,992,576,1410,1782,1232,966
118: 1662,1287,218,1056,1031,349,1070
119: 108,2017,389,733,1656,253,1888,1416,709,1374
120: 903,789,499,1901,1377,1146,1489
121: 923,1675,1535,84,717,975,1887
122: 103,857,1883,243,1369,196,149
123: 1508,176,1320,1361,372,54,1763
124: 1804,1785,849,462,1671
125: 772,411,254,295,1882,270,1979,1571,230
126: 1728,1464,96,14,494,748,1509,458
127: 82,159,972,2006,136,1996
128: 303,1828,231,548,826,1116
129: 1758,1176,1564,541,997,1934
130: 826,1575,1615,44,1567,1116
131: 846,1592,1660,380,780,1340,1129,1472
132: 1067,164,1826,975,1389,1077,1805
133: 1906,623,699,951,1782,576,425
134: 1585,341,1725,1470,1520,1981,1946,941
135: 350,1318,1025,361,403,342,1909
136: 1422,2006,783,972,1817,127
137: 1682,1731,1888,1150,853,528
138: 763,1737,707,325,582,1872
139: 1523,81,1768,870,1326,388,508
140: 1171,602,746,170,1557,1824,1833
141: 562,955,1636,876,1820,719,371,195,1271,1701
142: 595,1383,588,297,441,1890,611,1932,501,1649
143: 960,718,39,1644,529,1170
144: 1730,1902,1144,1994,1463,1289,392
145: 1985,1017,1380,1288,809,910,1382,729,1907,1750
146: 1486,942,1177,1909,1115,361,1207
147: 696,26,806,1134,1449,649,2000
148: 1269,1692,557,1645,1623,69,1105,1163
149: 2018,196,114,122,1741,1369,1545
150: 690,194,223,840,318,476,823,1648
151: 723,1141,1767,1435,1297,225,50,1030
152: 175,1359,192,1104,985,994,693
153: 524,289,1242,1496,1495,998,769,1679,482,946
154: 1238,957,415,1975,1486,742,347,1180
1991: 937,938,502,1039,878,764,1087
156: 1815,169,515,512,468,1100,1111
157: 49,703,961,1427,414,1539
158: 1385,1483,883,1209,1864,568
159: 82,540,127,926,1996,1287
160: 1799,1646,28,220,1401,1346,1686
161: 1103,638,1769,1390,1667,1376,1156
162: 697,405,339,206,1403,1186
163: 1080,1905,509,1670,1429,333,1628
164: 1067,132,454,444,1826,975
165: 1021,46,1331,1293,1260,1009
166: 773,731,1321,241,934,660,530,269,700
167: 797,1008,621,912,236,1566,460,866
168: 12,38,533,688,1580,1856,903
169: 1815,67,759,238,1774,156,1111
170: 754,1722,796,1920,1557,1127,1824,140
171: 1653,1763,839,257,1143,421
172: 577,967,1691,1690,940,722
2005: 301,1198,443,1719,782,278,1830,1837
174: 1215,680,305,1208,550,726,288,1197,2012
175: 802,1359,152,332,994,693
176: 1942,1230,1508,428,123,54,1653,1763,839
2009: 589,264,875,48,1426,737,790,747
178: 249,1510,1624,1796,1081,1330,180,368
179: 1297,398,1987,368,1139,225,252,2003
180: 1479,1574,178,1796,1081,398,368
181: 1481,1675,1740,1329,1343
182: 1494,226,262,889,639,811,1013
183: 1216,77,1210,1234,624,376
184: 1777,763,1624,1596,1796,1872,1084
185: 1964,994,549,1753,769,1679,1147
186: 1820,1032,719,1047,1256,1118,1930
187: 490,1526,1614,1601,195,506,501,999
188: 774,1089,1547,1848,338,2,987,1597
189: 516,362,925,973,1908,1425
190: 1644,1712,71,431,2014,1518,1170,1179
191: 1114,2008,1498,334,1917,393,55,1606
192: 1886,1359,152,1371,52,1104,985
193: 1736,1766,694,1650,1424,466,1678,356,1345
194: 1779,1357,690,223,150,823,1648,249,1746,1129,1755,1081,1330
195: 1431,1033,1271,2019,141,562,876,187,1526,506,501
196: 200,2018,1192,149,618,857,122,68
197: 1188,1148,573,1207,1801,1370
198: 1966,1368,90,1493,1038,1017,1380
199: 447,1204,777,1152,886,1277
200: 2018,1192,196,618,857,1363,1831,68
201: 70,475,1389,1053,1077,1189,1805,1853
202: 1553,1656,1764,409,479,604,1374,1500,1818
203: 1414,435,1549,1290,412,1840
204: 1626,1635,1290,919,382,346,1549
205: 300,1706,776,978
206: 405,162,1186,1961,900,905
207: 948,617,1922,755,869,1193,949
208: 1548,1877,1682,100,1666,528,1411,46,1260
209: 1082,1273,417,443
210: 863,493,592,1309,716,1790,1261,64,1913
2017: 272,108,1195,119,389,871,1298,101
212: 111,564,1440,1348,439,843,977
213: 1693,1879,1092,1892,30,812,1485,324
214: 1999,841,1698,1791,336,854,1847
215: 229,1631,1231,357,948,617,351
216: 1050,66,1616,930,805,1038,1368
217: 668,1775,1467,761,840,1233,1965,451
218: 1662,118,1056,1569,1153,713,1227,1031,880
219: 1533,1806,467
220: 905,28,1537,1401,1346,668,488,160
221: 234,1443,290,1645,1623,593,309,247
222: 1112,1874,1802,1904,715,1152,1277
223: 1779,690,194,150,451,1467,840,488,318
224: 1619,1979,1674,993,1835,1544,1138,1362
225: 1435,1297,179,398,1987,1139,1767,151
226: 1494,870,182,262,908,1102,566,1394,326,639
227: 1803,248,1715,678,232,1825,1484,672,1567
228: 599,1718,1071,756,1688,947,1720
229: 1446,895,1631,215,1921,677,1231,357,701,61,351
230: 1107,1571,685,1516,1619,1979,125
231: 128,303,548,826,1211,1107,1516
232: 1803,248,678,227,672,1567,1664,988,1702
233: 1640,1333,603,943,1285,1184,1393,1097,692,828,1562
234: 221,1443,290,1645,593,1270,1860,2013,309,247,1708
235: 1543,791,1697,1944,1365,1338,1266
236: 738,325,1566,460,866,797,167,912
237: 461,1927,658,563,251,1955
238: 1815,67,169,1774,1992,47,478,319
239: 1262,590,901,1834,1471,859
240: 1565,433,904,874,1587,996,245,505
241: 166,1321,1916,1375,978,934,1019,660
242: 276,1371,280,1396,1104,1010,655,612,553
243: 273,1352,1883,1744,880,103,122,1733,1369
244: 712,1310,981,1897,1475,1488,1482,615
245: 240,1565,1587,996,856,75,1857,1282
246: 1054,799,666,1545,114,645,1469
247: 671,629,1708,1270,1868,221,234,290,1645,69
248: 914,1803,678,232,227,988,1702
249: 178,1510,1596,823,1648,194,1081,1330
250: 98,1360,1502,1666,528,479,853,765
251: 563,1241,1927,237
252: 1388,1755,1081,179,398,1987,368,1139,2003
253: 1424,625,1954,733,119,389,1150,1416,709
254: 1185,772,411,125,295,1732,864
255: 1446,1631,873,1188,1148,573
256: 1507,1528,902,753,792,1385
